Timestamp,Player IGN,CM Group,Kitasan Black LB in Account (Non-borrow),Super Creek LB in Account (Non-borrow),Select a round to fill data,R1D1 - Uma 1,R1D1 - Uma 1 Role,R1D1 - Uma 1 Running Style,R1D1 - Uma 2,R1D1 - Uma 2 Role,R1D1 - Uma 2 Running Style,R1D1 - Uma 3,R1D1 - Uma 3 Role,R1D1 - Uma 3 Running Style,R1D1 - No. of wins,R1D1 - No. of races played,R1D2 - Uma 1,R1D2 - Uma 1 Role,R1D2 - Uma 1 Running Style,R1D2 - Uma 2,R1D2 - Uma 2 Role,R1D2 - Uma 2 Running Style,R1D2 - Uma 3,R1D2 - Uma 3 Role,R1D2 - Uma 3 Running Style,R1D2 - No. of wins,R1D2 - No. of races played,Round 2 Group,R2D1 - Uma 1,R2D1 - Uma 1 Role,R2D1 - Uma 1 Running Style,R2D1 - Uma 2,R2D1 - Uma 2 Role,R2D1 - Uma 2 Running Style,R2D1 - Uma 3,R2D1 - Uma 3 Role,R2D1 - Uma 3 Running Style,R2D1 - No. of wins,R2D1 - No. of races played,R2D2 - Uma 1,R2D2 - Uma 1 Role,R2D2 - Uma 1 Running Style,R2D2 - Uma 2,R2D2 - Uma 2 Role,R2D2 - Uma 2 Running Style,R2D2 - Uma 3,R2D2 - Uma 3 Role,R2D2 - Uma 3 Running Style,R2D2 - No. of wins,R2D2 - No. of races played,Finals Group,FINALS - Uma 1,FINALS - Uma 1 Role,FINALS - Uma 1 Running Style,FINALS - Uma 2,FINALS - Uma 2 Role,FINALS - Uma 2 Running Style,FINALS - Uma 3,FINALS - Uma 3 Role,FINALS - Uma 3 Running Style,FINALS RESULTS,How much have you spent on the game so far? (EUR/USD),R1D1 - Uma 1 Role (Norm),R1D1 - Uma 2 Role (Norm),R1D1 - Uma 3 Role (Norm),R1D2 - Uma 1 Role (Norm),R1D2 - Uma 2 Role (Norm),R1D2 - Uma 3 Role (Norm),R2D1 - Uma 1 Role (Norm),R2D1 - Uma 2 Role (Norm),R2D1 - Uma 3 Role (Norm),R2D2 - Uma 1 Role (Norm),R2D2 - Uma 2 Role (Norm),R2D2 - Uma 3 Role (Norm),FINALS - Uma 1 Role (Norm),FINALS - Uma 2 Role (Norm),FINALS - Uma 3 Role (Norm),R1D1 - Uma 1 Running Style (Norm),R1D1 - Uma 2 Running Style (Norm),R1D1 - Uma 3 Running Style (Norm),R1D2 - Uma 1 Running Style (Norm),R1D2 - Uma 2 Running Style (Norm),R1D2 - Uma 3 Running Style (Norm),R2D1 - Uma 1 Running Style (Norm),R2D1 - Uma 2 Running Style (Norm),R2D1 - Uma 3 Running Style (Norm),R2D2 - Uma 1 Running Style (Norm),R2D2 - Uma 2 Running Style (Norm),R2D2 - Uma 3 Running Style (Norm),FINALS - Uma 1 Running Style (Norm),FINALS - Uma 2 Running Style (Norm),FINALS - Uma 3 Running Style (Norm)
2025-11-09 06:44:33.468,BlastHardcheese,Graded (No Limit),,2LB,End Survey,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,14.0,20.0,A,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,2.0,20.0,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,10.0,20.0,A,Special Week,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Super Creek,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,3RD,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 20:19:21.959,miguel,Graded (No Limit),0LB,,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,15.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,18.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,14.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,15.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,2ND,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-09 07:06:29.755,Lazloz,Graded (No Limit),MLB,1LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,13.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,8.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,Aoharu Made Ace,End Closer,Nice Nature,Debuffer,Late Surger,1ST,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-09 10:47:25.605,Ten,Graded (No Limit),1LB,2LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,17.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,16.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,10.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,12.0,20.0,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,3RD,$1-$100,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-05 00:02:15.845,Aero,Graded (No Limit),2LB,,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,,,,,,,,,,,,,End Closer,Pace Chaser,Late Surger,,,,,,,,,,,,
2025-11-09 06:32:14.904,Grazlek,Graded (No Limit),,1LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,9.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,8.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,12.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,13.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,3RD,$501-$1000,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser
2025-11-09 09:08:34.875,hazmeme,Graded (No Limit),MLB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,13.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,9.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Tokai Teio (Anime Collab),"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,2ND,$1000++,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Front Runner,End Closer,Late Surger,Front Runner,End Closer,Late Surger,Front Runner,End Closer,Late Surger,Front Runner,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-09 06:20:04.513,X-ite_SDF,Graded (No Limit),3LB,0LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,18.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,17.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,16.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,14.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Agnes Tachyon,Aoharu Made Ace,Pace Chaser,Grass Wonder,Debuffer,Late Surger,1ST,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger,Front Runner,Pace Chaser,Late Surger
2025-11-09 07:09:22.189,Reinigen,Graded (No Limit),MLB,0LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,18.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,16.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,14.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,15.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,1ST,$501-$1000,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser
2025-11-05 00:53:17.067,VegaVex,Graded (No Limit),0LB,2LB,End Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$101-$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-09 06:41:35.261,BlueCardTerror,Graded (No Limit),1LB,2LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Hishi Amazon,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,14.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,15.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,18.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,14.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,1ST,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger
2025-11-08 08:07:57.367,Wraith,Graded (No Limit),,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,19.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,15.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,11.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,14.0,20.0,,,,,,,,,,,NAN,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,,,,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Late Surger,Front Runner,Front Runner,Pace Chaser,,,
2025-11-09 16:20:54.586,Ia,Graded (No Limit),3LB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Late Surger,Grass Wonder,Debuffer,Late Surger,8.0,15.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Late Surger,Grass Wonder,Debuffer,Late Surger,9.0,15.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Late Surger,Grass Wonder,Debuffer,Late Surger,8.0,15.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Late Surger,Grass Wonder,Debuffer,Late Surger,8.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Hybrid,Late Surger,Grass Wonder,Debuffer,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger
2025-11-10 00:22:26.428,Samuelette,Graded (No Limit),1LB,0LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Ace,Debuffer,,,,,,,,,,Ace,Ace,Debuffer,End Closer,Pace Chaser,Late Surger,,,,,,,,,,End Closer,Pace Chaser,Late Surger
2025-11-07 07:20:07.325,Ghost,Graded (No Limit),MLB,MLB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,Debuffer,End Closer,17.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,Debuffer,End Closer,18.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,Debuffer,End Closer,11.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,Debuffer,End Closer,11.0,20.0,,,,,,,,,,,NAN,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,,,
2025-11-09 06:31:53.548,Nitsu,Graded (No Limit),MLB,2LB,End Survey,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,End Closer,19.0,20.0,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,End Closer,15.0,20.0,A,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,Debuffer,End Closer,16.0,20.0,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Symboli Rudolf,Debuffer,End Closer,18.0,20.0,A,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Symboli Rudolf,Debuffer,End Closer,1ST,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer
2025-11-09 10:16:41.054,Toruxas,Graded (No Limit),1LB,2LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,Nice Nature,Debuffer,Late Surger,13.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Grass Wonder,Debuffer,End Closer,15.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,9.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,10.0,20.0,A,Oguri Cap,Aoharu Made Ace,Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,3RD,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,End Closer,Late Surger,Pace Chaser,Late Surger,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer
2025-11-10 02:32:31.000,Thomas,Graded (No Limit),,1LB,End Survey,Nice Nature,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,13.0,20.0,Nice Nature,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,9.0,20.0,A,Nice Nature,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,3.0,20.0,Nice Nature,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,2.0,20.0,B,Nice Nature,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Meisho Doto,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,1ST,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger,Pace Chaser,Pace Chaser,Late Surger
2025-11-09 13:47:02.523,KaizenUM,Graded (No Limit),0LB,,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Front Runner,Grass Wonder,Debuffer,End Closer,12.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Front Runner,Grass Wonder,Debuffer,End Closer,15.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Front Runner,Grass Wonder,Debuffer,End Closer,9.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Front Runner,Grass Wonder,Debuffer,End Closer,12.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Front Runner,Grass Wonder,Debuffer,End Closer,3RD,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Front Runner,End Closer,Pace Chaser,Front Runner,End Closer,Pace Chaser,Front Runner,End Closer,Pace Chaser,Front Runner,End Closer,Pace Chaser,Front Runner,End Closer
